callsign,tail_number,dep,arr,ftfmDep,ftfmArr,ctfmDep,ctfmArr,delayDep,delayArr,ftfmDep_tw,ftfmArr_tw,ctfmDep_tw,ctfmArr_tw
CSA663,OKREQ,EGBB,LKPR,59700,66821,61500,67873,30.0,17.533333333333335,66.0,74.0,68.0,75.0
WZZ9WV,HALPR,EVRA,EGGW,12300,21035,13140,21955,14.0,15.333333333333334,13.0,23.0,14.0,24.0
DLH3YY,DAIBC,EPKK,EDDM,39000,43847,40357,44060,22.616666666666667,3.55,43.0,48.0,44.0,48.0
SAS42E,LNRGE,EKCH,ESSA,35100,38931,36600,39866,25.0,15.583333333333334,39.0,43.0,40.0,44.0
THY3DB,TCSBI,LTAC,LTCF,21300,25790,21600,25790,5.0,0.0,23.0,28.0,24.0,28.0
AUA14L,OELXA,EDDH,LOWW,50280,55601,53100,57752,47.0,35.85,55.0,61.0,59.0,64.0
TOM802,GTAWI,EGNT,LTBS,59400,75128,60660,75644,21.0,8.6,66.0,83.0,67.0,84.0
EJM533,N533SR,EKCH,EYVI,33300,38408,34980,39146,28.0,12.3,37.0,42.0,38.0,43.0
VLG7517,ECMEQ,LEBL,UMMS,-5400,7125,-4380,7500,17.0,6.25,-6.0,7.0,-5.0,8.0
DLH9974,DILHA,EDDW,ENZV,42300,48318,43320,48793,17.0,7.916666666666667,47.0,53.0,48.0,54.0
EZS1097,HBJXJ,LFSB,EPKK,60000,65856,61033,66088,17.216666666666665,3.8666666666666667,66.0,73.0,67.0,73.0
BEL8HS,OOSSR,EBBR,LKPR,69300,74415,72120,76043,47.0,27.133333333333333,77.0,82.0,80.0,84.0
WZZ966,HALPJ,LRCL,ESMS,64800,71159,65580,71466,13.0,5.116666666666666,72.0,79.0,72.0,79.0
PGT2KB,TCIZJ,LTFJ,LTBJ,55200,58817,57300,59580,35.0,12.716666666666667,61.0,65.0,63.0,66.0
AFR144,FGZCH,LFPG,KORD,29400,60769,31320,61335,32.0,9.433333333333334,32.0,67.0,34.0,68.0
